Time,Temp,RH,Pres,CO2,Gas,PM1,PM25,PM10
2024_05_16 - 08:15:26 PM, 0.00, 0.00, 873.45, 0.00, 24.82, 0, 8, 40
2024_05_16 - 08:15:29 PM, 0.00, 0.00, 873.45, 0.00, 24.82, 0, 8, 40
2024_05_16 - 08:15:33 PM, 0.00, 0.00, 873.45, 0.00, 24.82, 0, 8, 40
2024_05_16 - 08:15:34 PM, 0.00, 0.00, 873.47, 0.00, 24.69, 0, 8, 40
2024_05_16 - 08:15:36 PM, 0.00, 0.00, 873.47, 0.00, 24.69, 0, 8, 40
2024_05_16 - 08:15:44 PM, 0.00, 0.00, 873.47, 0.00, 24.69, 0, 8, 40
2024_05_16 - 08:15:47 PM, 0.00, 0.00, 873.47, 0.00, 24.69, 0, 8, 40
2024_05_16 - 08:15:50 PM, 0.00, 0.00, 873.47, 0.00, 24.69, 0, 8, 40
2024_05_16 - 08:15:51 PM, 0.00, 0.00, 873.48, 0.00, 24.70, 0, 8, 40
2024_05_16 - 08:15:53 PM, 0.00, 0.00, 873.48, 0.00, 24.70, 0, 8, 40
2024_05_16 - 08:16:02 PM, 0.00, 0.00, 873.48, 0.00, 24.70, 0, 8, 40
2024_05_16 - 08:16:05 PM, 0.00, 0.00, 873.48, 0.00, 24.70, 0, 8, 40
2024_05_16 - 08:16:08 PM, 0.00, 0.00, 873.48, 0.00, 24.70, 0, 8, 40
2024_05_16 - 08:16:09 PM, 0.00, 0.00, 873.40, 0.00, 24.95, 0, 8, 40
2024_05_16 - 08:16:11 PM, 0.00, 0.00, 873.40, 0.00, 24.95, 0, 8, 40
2024_05_16 - 08:16:20 PM, 0.00, 0.00, 873.40, 0.00, 24.95, 0, 8, 40
2024_05_16 - 08:16:23 PM, 0.00, 0.00, 873.40, 0.00, 24.95, 0, 8, 40
2024_05_16 - 08:16:26 PM, 0.00, 0.00, 873.40, 0.00, 24.95, 0, 8, 40
2024_05_16 - 08:16:27 PM, 0.00, 0.00, 873.37, 0.00, 24.83, 0, 8, 40
2024_05_16 - 08:16:29 PM, 0.00, 0.00, 873.37, 0.00, 24.83, 0, 8, 40
2024_05_16 - 08:16:38 PM, 0.00, 0.00, 873.37, 0.00, 24.83, 0, 8, 40
2024_05_16 - 08:16:41 PM, 0.00, 0.00, 873.37, 0.00, 24.83, 0, 8, 40
2024_05_16 - 08:16:44 PM, 0.00, 0.00, 873.37, 0.00, 24.83, 0, 8, 40
2024_05_16 - 08:16:45 PM, 0.00, 0.00, 873.41, 0.00, 24.74, 4, 12, 44
2024_05_16 - 08:16:47 PM, 0.00, 0.00, 873.41, 0.00, 24.74, 4, 12, 44
2024_05_16 - 08:16:56 PM, 0.00, 0.00, 873.41, 0.00, 24.74, 4, 12, 44
2024_05_16 - 08:16:59 PM, 0.00, 0.00, 873.41, 0.00, 24.74, 4, 12, 44
2024_05_16 - 08:17:02 PM, 0.00, 0.00, 873.41, 0.00, 24.74, 4, 12, 44
2024_05_16 - 08:17:03 PM, 0.00, 0.00, 873.40, 0.00, 24.66, 0, 8, 40
2024_05_16 - 08:17:05 PM, 0.00, 0.00, 873.40, 0.00, 24.66, 0, 8, 40
2024_05_16 - 08:17:13 PM, 0.00, 0.00, 873.40, 0.00, 24.66, 0, 8, 40
2024_05_16 - 08:17:17 PM, 0.00, 0.00, 873.40, 0.00, 24.66, 0, 8, 40
2024_05_16 - 08:17:20 PM, 0.00, 0.00, 873.40, 0.00, 24.66, 0, 8, 40
2024_05_16 - 08:17:21 PM, 0.00, 0.00, 873.42, 0.00, 24.60, 0, 8, 40
2024_05_16 - 08:17:23 PM, 0.00, 0.00, 873.42, 0.00, 24.60, 0, 8, 40
2024_05_16 - 08:17:31 PM, 0.00, 0.00, 873.42, 0.00, 24.60, 0, 8, 40
2024_05_16 - 08:17:34 PM, 0.00, 0.00, 873.42, 0.00, 24.60, 0, 8, 40
2024_05_16 - 08:17:38 PM, 0.00, 0.00, 873.42, 0.00, 24.60, 0, 8, 40
2024_05_16 - 08:17:39 PM, 0.00, 0.00, 873.37, 0.00, 24.53, 0, 8, 40
2024_05_16 - 08:17:41 PM, 0.00, 0.00, 873.37, 0.00, 24.53, 0, 8, 40
2024_05_16 - 08:17:49 PM, 0.00, 0.00, 873.37, 0.00, 24.53, 0, 8, 40
2024_05_16 - 08:17:52 PM, 0.00, 0.00, 873.37, 0.00, 24.53, 0, 8, 40
2024_05_16 - 08:17:55 PM, 0.00, 0.00, 873.37, 0.00, 24.53, 0, 8, 40
2024_05_16 - 08:17:56 PM, 0.00, 0.00, 873.41, 0.00, 24.47, 0, 10, 54
2024_05_16 - 08:17:58 PM, 0.00, 0.00, 873.41, 0.00, 24.47, 0, 10, 54
2024_05_16 - 08:18:07 PM, 0.00, 0.00, 873.41, 0.00, 24.47, 0, 10, 54
2024_05_16 - 08:18:10 PM, 0.00, 0.00, 873.41, 0.00, 24.47, 0, 10, 54
2024_05_16 - 08:18:13 PM, 0.00, 0.00, 873.41, 0.00, 24.47, 0, 10, 54
2024_05_16 - 08:18:14 PM, 0.00, 0.00, 873.38, 0.00, 24.16, 0, 16, 46
2024_05_16 - 08:18:16 PM, 0.00, 0.00, 873.38, 0.00, 24.16, 0, 16, 46
2024_05_16 - 08:18:25 PM, 0.00, 0.00, 873.38, 0.00, 24.16, 0, 16, 46
2024_05_16 - 08:18:28 PM, 0.00, 0.00, 873.38, 0.00, 24.16, 0, 16, 46
2024_05_16 - 08:18:31 PM, 0.00, 0.00, 873.38, 0.00, 24.16, 0, 16, 46
2024_05_16 - 08:18:32 PM, 0.00, 0.00, 873.35, 0.00, 24.02, 2, 10, 42
2024_05_16 - 08:18:34 PM, 0.00, 0.00, 873.35, 0.00, 24.02, 2, 10, 42
2024_05_16 - 08:18:43 PM, 0.00, 0.00, 873.35, 0.00, 24.02, 2, 10, 42
2024_05_16 - 08:18:46 PM, 0.00, 0.00, 873.35, 0.00, 24.02, 2, 10, 42
2024_05_16 - 08:18:49 PM, 0.00, 0.00, 873.35, 0.00, 24.02, 2, 10, 42
2024_05_16 - 08:18:50 PM, 0.00, 0.00, 873.30, 0.00, 23.98, 2, 16, 46
2024_05_16 - 08:18:52 PM, 0.00, 0.00, 873.30, 0.00, 23.98, 2, 16, 46
2024_05_16 - 08:19:01 PM, 0.00, 0.00, 873.30, 0.00, 23.98, 2, 16, 46
2024_05_16 - 08:19:04 PM, 0.00, 0.00, 873.30, 0.00, 23.98, 2, 16, 46
2024_05_16 - 08:19:07 PM, 0.00, 0.00, 873.30, 0.00, 23.98, 2, 16, 46
2024_05_16 - 08:19:08 PM, 0.00, 0.00, 873.32, 0.00, 23.83, 0, 10, 40
2024_05_16 - 08:19:10 PM, 0.00, 0.00, 873.32, 0.00, 23.83, 0, 10, 40
2024_05_16 - 08:19:18 PM, 0.00, 0.00, 873.32, 0.00, 23.83, 0, 10, 40
2024_05_16 - 08:19:22 PM, 0.00, 0.00, 873.32, 0.00, 23.83, 0, 10, 40
2024_05_16 - 08:19:25 PM, 0.00, 0.00, 873.32, 0.00, 23.83, 0, 10, 40
2024_05_16 - 08:19:26 PM, 0.00, 0.00, 873.32, 0.00, 23.75, 0, 12, 44
2024_05_16 - 08:19:28 PM, 0.00, 0.00, 873.32, 0.00, 23.75, 0, 12, 44
2024_05_16 - 08:19:36 PM, 0.00, 0.00, 873.32, 0.00, 23.75, 0, 12, 44
2024_05_16 - 08:19:39 PM, 0.00, 0.00, 873.32, 0.00, 23.75, 0, 12, 44
2024_05_16 - 08:19:43 PM, 0.00, 0.00, 873.32, 0.00, 23.75, 0, 12, 44
2024_05_16 - 08:19:44 PM, 0.00, 0.00, 873.29, 0.00, 23.71, 0, 8, 40
2024_05_16 - 08:19:46 PM, 0.00, 0.00, 873.29, 0.00, 23.71, 0, 8, 40
2024_05_16 - 08:19:54 PM, 0.00, 0.00, 873.29, 0.00, 23.71, 0, 8, 40
2024_05_16 - 08:19:57 PM, 0.00, 0.00, 873.29, 0.00, 23.71, 0, 8, 40
2024_05_16 - 08:20:00 PM, 0.00, 0.00, 873.29, 0.00, 23.71, 0, 8, 40
2024_05_16 - 08:20:01 PM, 0.00, 0.00, 873.28, 0.00, 23.49, 12, 24, 54
2024_05_16 - 08:20:03 PM, 0.00, 0.00, 873.28, 0.00, 23.49, 12, 24, 54
2024_05_16 - 08:20:12 PM, 0.00, 0.00, 873.28, 0.00, 23.49, 12, 24, 54
2024_05_16 - 08:20:15 PM, 0.00, 0.00, 873.28, 0.00, 23.49, 12, 24, 54
2024_05_16 - 08:20:18 PM, 0.00, 0.00, 873.28, 0.00, 23.49, 12, 24, 54
2024_05_16 - 08:20:19 PM, 0.00, 0.00, 873.28, 0.00, 23.48, 2, 16, 48
2024_05_16 - 08:20:21 PM, 0.00, 0.00, 873.28, 0.00, 23.48, 2, 16, 48
2024_05_16 - 08:20:30 PM, 0.00, 0.00, 873.28, 0.00, 23.48, 2, 16, 48
2024_05_16 - 08:20:33 PM, 0.00, 0.00, 873.28, 0.00, 23.48, 2, 16, 48
2024_05_16 - 08:20:36 PM, 0.00, 0.00, 873.28, 0.00, 23.48, 2, 16, 48
2024_05_16 - 08:20:37 PM, 0.00, 0.00, 873.22, 0.00, 22.81, 0, 8, 40
2024_05_16 - 08:20:39 PM, 0.00, 0.00, 873.22, 0.00, 22.81, 0, 8, 40
2024_05_16 - 08:20:48 PM, 0.00, 0.00, 873.22, 0.00, 22.81, 0, 8, 40
2024_05_16 - 08:20:51 PM, 0.00, 0.00, 873.22, 0.00, 22.81, 0, 8, 40
2024_05_16 - 08:20:54 PM, 0.00, 0.00, 873.22, 0.00, 22.81, 0, 8, 40
2024_05_16 - 08:20:55 PM, 0.00, 0.00, 873.19, 0.00, 22.66, 0, 8, 40
2024_05_16 - 08:20:57 PM, 0.00, 0.00, 873.19, 0.00, 22.66, 0, 8, 40
2024_05_16 - 08:21:06 PM, 0.00, 0.00, 873.19, 0.00, 22.66, 0, 8, 40
2024_05_16 - 08:21:09 PM, 0.00, 0.00, 873.19, 0.00, 22.66, 0, 8, 40
2024_05_16 - 08:21:12 PM, 0.00, 0.00, 873.19, 0.00, 22.66, 0, 8, 40
2024_05_16 - 08:21:13 PM, 0.00, 0.00, 873.13, 0.00, 22.57, 0, 8, 40
2024_05_16 - 08:21:15 PM, 0.00, 0.00, 873.13, 0.00, 22.57, 0, 8, 40
2024_05_16 - 08:21:23 PM, 0.00, 0.00, 873.13, 0.00, 22.57, 0, 8, 40
2024_05_16 - 08:21:27 PM, 0.00, 0.00, 873.13, 0.00, 22.57, 0, 8, 40
2024_05_16 - 08:21:30 PM, 0.00, 0.00, 873.13, 0.00, 22.57, 0, 8, 40
2024_05_16 - 08:21:31 PM, 0.00, 0.00, 873.16, 0.00, 22.26, 0, 8, 40
2024_05_16 - 08:21:33 PM, 0.00, 0.00, 873.16, 0.00, 22.26, 0, 8, 40
2024_05_16 - 08:21:41 PM, 0.00, 0.00, 873.16, 0.00, 22.26, 0, 8, 40
2024_05_16 - 08:21:44 PM, 0.00, 0.00, 873.16, 0.00, 22.26, 0, 8, 40
2024_05_16 - 08:21:48 PM, 0.00, 0.00, 873.16, 0.00, 22.26, 0, 8, 40
2024_05_16 - 08:21:49 PM, 0.00, 0.00, 873.13, 0.00, 22.33, 0, 8, 40
2024_05_16 - 08:21:51 PM, 0.00, 0.00, 873.13, 0.00, 22.33, 0, 8, 40
2024_05_16 - 08:21:59 PM, 0.00, 0.00, 873.13, 0.00, 22.33, 0, 8, 40
2024_05_16 - 08:22:02 PM, 0.00, 0.00, 873.13, 0.00, 22.33, 0, 8, 40
2024_05_16 - 08:22:05 PM, 0.00, 0.00, 873.13, 0.00, 22.33, 0, 8, 40
2024_05_16 - 08:22:06 PM, 0.00, 0.00, 873.17, 0.00, 22.26, 0, 8, 40
2024_05_16 - 08:22:08 PM, 0.00, 0.00, 873.17, 0.00, 22.26, 0, 8, 40
2024_05_16 - 08:22:17 PM, 0.00, 0.00, 873.17, 0.00, 22.26, 0, 8, 40
2024_05_16 - 08:22:20 PM, 0.00, 0.00, 873.17, 0.00, 22.26, 0, 8, 40
2024_05_16 - 08:22:23 PM, 0.00, 0.00, 873.17, 0.00, 22.26, 0, 8, 40
2024_05_16 - 08:22:24 PM, 0.00, 0.00, 873.17, 0.00, 22.12, 2, 12, 42
2024_05_16 - 08:22:26 PM, 0.00, 0.00, 873.17, 0.00, 22.12, 2, 12, 42
2024_05_16 - 08:22:35 PM, 0.00, 0.00, 873.17, 0.00, 22.12, 2, 12, 42
2024_05_16 - 08:22:38 PM, 0.00, 0.00, 873.17, 0.00, 22.12, 2, 12, 42
2024_05_16 - 08:22:41 PM, 0.00, 0.00, 873.17, 0.00, 22.12, 2, 12, 42
2024_05_16 - 08:22:42 PM, 0.00, 0.00, 873.23, 0.00, 22.08, 0, 8, 40
2024_05_16 - 08:22:44 PM, 0.00, 0.00, 873.23, 0.00, 22.08, 0, 8, 40
2024_05_16 - 08:22:53 PM, 0.00, 0.00, 873.23, 0.00, 22.08, 0, 8, 40
2024_05_16 - 08:22:56 PM, 0.00, 0.00, 873.23, 0.00, 22.08, 0, 8, 40
2024_05_16 - 08:22:59 PM, 0.00, 0.00, 873.23, 0.00, 22.08, 0, 8, 40
2024_05_16 - 08:23:00 PM, 0.00, 0.00, 873.21, 0.00, 21.96, 2, 10, 42
2024_05_16 - 08:23:02 PM, 0.00, 0.00, 873.21, 0.00, 21.96, 2, 10, 42
2024_05_16 - 08:23:11 PM, 0.00, 0.00, 873.21, 0.00, 21.96, 2, 10, 42
2024_05_16 - 08:23:14 PM, 0.00, 0.00, 873.21, 0.00, 21.96, 2, 10, 42
2024_05_16 - 08:23:17 PM, 0.00, 0.00, 873.21, 0.00, 21.96, 2, 10, 42
2024_05_16 - 08:23:18 PM, 0.00, 0.00, 873.23, 0.00, 21.87, 0, 8, 40
2024_05_16 - 08:23:20 PM, 0.00, 0.00, 873.23, 0.00, 21.87, 0, 8, 40
2024_05_16 - 08:23:29 PM, 0.00, 0.00, 873.23, 0.00, 21.87, 0, 8, 40
2024_05_16 - 08:23:32 PM, 0.00, 0.00, 873.23, 0.00, 21.87, 0, 8, 40
2024_05_16 - 08:23:35 PM, 0.00, 0.00, 873.23, 0.00, 21.87, 0, 8, 40
2024_05_16 - 08:23:36 PM, 0.00, 0.00, 873.21, 0.00, 21.92, 0, 10, 42
2024_05_16 - 08:23:38 PM, 0.00, 0.00, 873.21, 0.00, 21.92, 0, 10, 42
2024_05_16 - 08:23:46 PM, 0.00, 0.00, 873.21, 0.00, 21.92, 0, 10, 42
2024_05_16 - 08:23:49 PM, 0.00, 0.00, 873.21, 0.00, 21.92, 0, 10, 42
2024_05_16 - 08:23:53 PM, 0.00, 0.00, 873.21, 0.00, 21.92, 0, 10, 42
2024_05_16 - 08:23:54 PM, 0.00, 0.00, 873.20, 0.00, 21.61, 2, 10, 42
2024_05_16 - 08:23:56 PM, 0.00, 0.00, 873.20, 0.00, 21.61, 2, 10, 42
2024_05_16 - 08:24:04 PM, 0.00, 0.00, 873.20, 0.00, 21.61, 2, 10, 42
2024_05_16 - 08:24:07 PM, 0.00, 0.00, 873.20, 0.00, 21.61, 2, 10, 42
2024_05_16 - 08:24:10 PM, 0.00, 0.00, 873.20, 0.00, 21.61, 2, 10, 42
2024_05_16 - 08:24:11 PM, 0.00, 0.00, 873.21, 0.00, 21.69, 2, 12, 42
2024_05_16 - 08:24:13 PM, 0.00, 0.00, 873.21, 0.00, 21.69, 2, 12, 42
2024_05_16 - 08:24:22 PM, 0.00, 0.00, 873.21, 0.00, 21.69, 2, 12, 42
2024_05_16 - 08:24:25 PM, 0.00, 0.00, 873.21, 0.00, 21.69, 2, 12, 42
2024_05_16 - 08:24:28 PM, 0.00, 0.00, 873.21, 0.00, 21.69, 2, 12, 42
2024_05_16 - 08:24:29 PM, 0.00, 0.00, 873.17, 0.00, 21.58, 2, 16, 48
2024_05_16 - 08:24:31 PM, 0.00, 0.00, 873.17, 0.00, 21.58, 2, 16, 48
2024_05_16 - 08:24:40 PM, 0.00, 0.00, 873.17, 0.00, 21.58, 2, 16, 48
2024_05_16 - 08:24:43 PM, 0.00, 0.00, 873.17, 0.00, 21.58, 2, 16, 48
2024_05_16 - 08:24:46 PM, 0.00, 0.00, 873.17, 0.00, 21.58, 2, 16, 48
2024_05_16 - 08:24:47 PM, 0.00, 0.00, 873.18, 0.00, 21.50, 0, 12, 44
2024_05_16 - 08:24:49 PM, 0.00, 0.00, 873.18, 0.00, 21.50, 0, 12, 44
2024_05_16 - 08:24:58 PM, 0.00, 0.00, 873.18, 0.00, 21.50, 0, 12, 44
2024_05_16 - 08:25:01 PM, 0.00, 0.00, 873.18, 0.00, 21.50, 0, 12, 44
2024_05_16 - 08:25:04 PM, 0.00, 0.00, 873.18, 0.00, 21.50, 0, 12, 44
2024_05_16 - 08:25:05 PM, 0.00, 0.00, 873.18, 0.00, 21.41, 0, 8, 40
2024_05_16 - 08:25:07 PM, 0.00, 0.00, 873.18, 0.00, 21.41, 0, 8, 40
2024_05_16 - 08:25:16 PM, 0.00, 0.00, 873.18, 0.00, 21.41, 0, 8, 40
2024_05_16 - 08:25:19 PM, 0.00, 0.00, 873.18, 0.00, 21.41, 0, 8, 40
2024_05_16 - 08:25:22 PM, 0.00, 0.00, 873.18, 0.00, 21.41, 0, 8, 40
2024_05_16 - 08:25:23 PM, 0.00, 0.00, 873.18, 0.00, 21.41, 0, 8, 40
2024_05_16 - 08:25:25 PM, 0.00, 0.00, 873.18, 0.00, 21.41, 0, 8, 40
2024_05_16 - 08:25:34 PM, 0.00, 0.00, 873.18, 0.00, 21.41, 0, 8, 40
2024_05_16 - 08:25:37 PM, 0.00, 0.00, 873.18, 0.00, 21.41, 0, 8, 40
2024_05_16 - 08:25:40 PM, 0.00, 0.00, 873.18, 0.00, 21.41, 0, 8, 40
2024_05_16 - 08:25:41 PM, 0.00, 0.00, 873.16, 0.00, 21.26, 0, 8, 40
2024_05_16 - 08:25:43 PM, 0.00, 0.00, 873.16, 0.00, 21.26, 0, 8, 40
2024_05_16 - 08:25:51 PM, 0.00, 0.00, 873.16, 0.00, 21.26, 0, 8, 40
2024_05_16 - 08:25:54 PM, 0.00, 0.00, 873.16, 0.00, 21.26, 0, 8, 40
2024_05_16 - 08:25:58 PM, 0.00, 0.00, 873.16, 0.00, 21.26, 0, 8, 40
2024_05_16 - 08:25:59 PM, 0.00, 0.00, 873.19, 0.00, 21.30, 0, 8, 40
2024_05_16 - 08:26:01 PM, 0.00, 0.00, 873.19, 0.00, 21.30, 0, 8, 40
2024_05_16 - 08:26:09 PM, 0.00, 0.00, 873.19, 0.00, 21.30, 0, 8, 40
2024_05_16 - 08:26:12 PM, 0.00, 0.00, 873.19, 0.00, 21.30, 0, 8, 40
2024_05_16 - 08:26:15 PM, 0.00, 0.00, 873.19, 0.00, 21.30, 0, 8, 40
2024_05_16 - 08:26:16 PM, 0.00, 0.00, 873.17, 0.00, 21.20, 0, 8, 40
2024_05_16 - 08:26:18 PM, 0.00, 0.00, 873.17, 0.00, 21.20, 0, 8, 40
2024_05_16 - 08:26:27 PM, 0.00, 0.00, 873.17, 0.00, 21.20, 0, 8, 40
2024_05_16 - 08:26:30 PM, 0.00, 0.00, 873.17, 0.00, 21.20, 0, 8, 40
2024_05_16 - 08:26:33 PM, 0.00, 0.00, 873.17, 0.00, 21.20, 0, 8, 40
2024_05_16 - 08:26:34 PM, 0.00, 0.00, 873.15, 0.00, 21.11, 0, 8, 40
2024_05_16 - 08:26:36 PM, 0.00, 0.00, 873.15, 0.00, 21.11, 0, 8, 40
2024_05_16 - 08:26:45 PM, 0.00, 0.00, 873.15, 0.00, 21.11, 0, 8, 40
2024_05_16 - 08:26:48 PM, 0.00, 0.00, 873.15, 0.00, 21.11, 0, 8, 40
2024_05_16 - 08:26:51 PM, 0.00, 0.00, 873.15, 0.00, 21.11, 0, 8, 40
2024_05_16 - 08:26:52 PM, 0.00, 0.00, 873.12, 0.00, 21.05, 2, 10, 42
2024_05_16 - 08:26:54 PM, 0.00, 0.00, 873.12, 0.00, 21.05, 2, 10, 42
2024_05_16 - 08:27:03 PM, 0.00, 0.00, 873.12, 0.00, 21.05, 2, 10, 42
2024_05_16 - 08:27:06 PM, 0.00, 0.00, 873.12, 0.00, 21.05, 2, 10, 42
2024_05_16 - 08:27:09 PM, 0.00, 0.00, 873.12, 0.00, 21.05, 2, 10, 42
2024_05_16 - 08:27:10 PM, 0.00, 0.00, 873.08, 0.00, 21.03, 0, 8, 40
2024_05_16 - 08:27:12 PM, 0.00, 0.00, 873.08, 0.00, 21.03, 0, 8, 40
2024_05_16 - 08:27:21 PM, 0.00, 0.00, 873.08, 0.00, 21.03, 0, 8, 40
2024_05_16 - 08:27:24 PM, 0.00, 0.00, 873.08, 0.00, 21.03, 0, 8, 40
2024_05_16 - 08:27:27 PM, 0.00, 0.00, 873.08, 0.00, 21.03, 0, 8, 40
2024_05_16 - 08:27:28 PM, 0.00, 0.00, 873.09, 0.00, 20.91, 2, 12, 42
2024_05_16 - 08:27:30 PM, 0.00, 0.00, 873.09, 0.00, 20.91, 2, 12, 42
2024_05_16 - 08:27:39 PM, 0.00, 0.00, 873.09, 0.00, 20.91, 2, 12, 42
2024_05_16 - 08:27:42 PM, 0.00, 0.00, 873.09, 0.00, 20.91, 2, 12, 42
2024_05_16 - 08:27:45 PM, 0.00, 0.00, 873.09, 0.00, 20.91, 2, 12, 42
2024_05_16 - 08:27:46 PM, 0.00, 0.00, 873.13, 0.00, 20.95, 0, 8, 40
2024_05_16 - 08:27:48 PM, 0.00, 0.00, 873.13, 0.00, 20.95, 0, 8, 40
2024_05_16 - 08:27:56 PM, 0.00, 0.00, 873.13, 0.00, 20.95, 0, 8, 40
2024_05_16 - 08:28:00 PM, 0.00, 0.00, 873.13, 0.00, 20.95, 0, 8, 40
2024_05_16 - 08:28:03 PM, 0.00, 0.00, 873.13, 0.00, 20.95, 0, 8, 40
2024_05_16 - 08:28:04 PM, 0.00, 0.00, 873.12, 0.00, 20.81, 2, 14, 44
2024_05_16 - 08:28:06 PM, 0.00, 0.00, 873.12, 0.00, 20.81, 2, 14, 44
2024_05_16 - 08:28:14 PM, 0.00, 0.00, 873.12, 0.00, 20.81, 2, 14, 44
2024_05_16 - 08:28:17 PM, 0.00, 0.00, 873.12, 0.00, 20.81, 2, 14, 44
2024_05_16 - 08:28:20 PM, 0.00, 0.00, 873.12, 0.00, 20.81, 2, 14, 44
2024_05_16 - 08:28:21 PM, 0.00, 0.00, 873.14, 0.00, 20.81, 0, 8, 40
2024_05_16 - 08:28:23 PM, 0.00, 0.00, 873.14, 0.00, 20.81, 0, 8, 40
2024_05_16 - 08:28:32 PM, 0.00, 0.00, 873.14, 0.00, 20.81, 0, 8, 40
2024_05_16 - 08:28:35 PM, 0.00, 0.00, 873.14, 0.00, 20.81, 0, 8, 40
2024_05_16 - 08:28:38 PM, 0.00, 0.00, 873.14, 0.00, 20.81, 0, 8, 40
2024_05_16 - 08:28:39 PM, 0.00, 0.00, 873.11, 0.00, 20.66, 0, 10, 40
2024_05_16 - 08:28:41 PM, 0.00, 0.00, 873.11, 0.00, 20.66, 0, 10, 40
2024_05_16 - 08:28:50 PM, 0.00, 0.00, 873.11, 0.00, 20.66, 0, 10, 40
2024_05_16 - 08:28:53 PM, 0.00, 0.00, 873.11, 0.00, 20.66, 0, 10, 40
2024_05_16 - 08:28:56 PM, 0.00, 0.00, 873.11, 0.00, 20.66, 0, 10, 40
2024_05_16 - 08:28:57 PM, 0.00, 0.00, 873.20, 0.00, 20.75, 0, 10, 40
2024_05_16 - 08:28:59 PM, 0.00, 0.00, 873.20, 0.00, 20.75, 0, 10, 40
2024_05_16 - 08:29:08 PM, 0.00, 0.00, 873.20, 0.00, 20.75, 0, 10, 40
2024_05_16 - 08:29:11 PM, 0.00, 0.00, 873.20, 0.00, 20.75, 0, 10, 40
2024_05_16 - 08:29:14 PM, 0.00, 0.00, 873.20, 0.00, 20.75, 0, 10, 40
2024_05_16 - 08:29:15 PM, 0.00, 0.00, 873.16, 0.00, 20.64, 2, 10, 42
2024_05_16 - 08:29:17 PM, 0.00, 0.00, 873.16, 0.00, 20.64, 2, 10, 42
2024_05_16 - 08:29:26 PM, 0.00, 0.00, 873.16, 0.00, 20.64, 2, 10, 42
2024_05_16 - 08:29:29 PM, 0.00, 0.00, 873.16, 0.00, 20.64, 2, 10, 42
2024_05_16 - 08:29:32 PM, 0.00, 0.00, 873.16, 0.00, 20.64, 2, 10, 42
2024_05_16 - 08:29:33 PM, 0.00, 0.00, 873.18, 0.00, 20.60, 0, 8, 40
2024_05_16 - 08:29:35 PM, 0.00, 0.00, 873.18, 0.00, 20.60, 0, 8, 40
2024_05_16 - 08:29:43 PM, 0.00, 0.00, 873.18, 0.00, 20.60, 0, 8, 40
2024_05_16 - 08:29:47 PM, 0.00, 0.00, 873.18, 0.00, 20.60, 0, 8, 40
2024_05_16 - 08:29:50 PM, 0.00, 0.00, 873.18, 0.00, 20.60, 0, 8, 40
2024_05_16 - 08:29:51 PM, 0.00, 0.00, 873.16, 0.00, 20.51, 2, 14, 46
2024_05_16 - 08:29:53 PM, 0.00, 0.00, 873.16, 0.00, 20.51, 2, 14, 46
2024_05_16 - 08:30:01 PM, 0.00, 0.00, 873.16, 0.00, 20.51, 2, 14, 46
2024_05_16 - 08:30:05 PM, 0.00, 0.00, 873.16, 0.00, 20.51, 2, 14, 46
2024_05_16 - 08:30:08 PM, 0.00, 0.00, 873.16, 0.00, 20.51, 2, 14, 46
2024_05_16 - 08:30:09 PM, 0.00, 0.00, 873.13, 0.00, 20.51, 0, 8, 40
2024_05_16 - 08:30:11 PM, 0.00, 0.00, 873.13, 0.00, 20.51, 0, 8, 40
2024_05_16 - 08:30:19 PM, 0.00, 0.00, 873.13, 0.00, 20.51, 0, 8, 40
2024_05_16 - 08:30:22 PM, 0.00, 0.00, 873.13, 0.00, 20.51, 0, 8, 40
2024_05_16 - 08:30:26 PM, 0.00, 0.00, 873.13, 0.00, 20.51, 0, 8, 40
2024_05_16 - 08:30:26 PM, 0.00, 0.00, 873.21, 0.00, 20.55, 2, 10, 42
2024_05_16 - 08:30:28 PM, 0.00, 0.00, 873.21, 0.00, 20.55, 2, 10, 42
2024_05_16 - 08:30:37 PM, 0.00, 0.00, 873.21, 0.00, 20.55, 2, 10, 42
2024_05_16 - 08:30:40 PM, 0.00, 0.00, 873.21, 0.00, 20.55, 2, 10, 42
2024_05_16 - 08:30:43 PM, 0.00, 0.00, 873.21, 0.00, 20.55, 2, 10, 42
2024_05_16 - 08:30:44 PM, 0.00, 0.00, 873.19, 0.00, 20.45, 0, 8, 40
2024_05_16 - 08:30:46 PM, 0.00, 0.00, 873.19, 0.00, 20.45, 0, 8, 40
2024_05_16 - 08:30:55 PM, 0.00, 0.00, 873.19, 0.00, 20.45, 0, 8, 40
2024_05_16 - 08:30:58 PM, 0.00, 0.00, 873.19, 0.00, 20.45, 0, 8, 40
2024_05_16 - 08:31:01 PM, 0.00, 0.00, 873.19, 0.00, 20.45, 0, 8, 40
2024_05_16 - 08:31:02 PM, 0.00, 0.00, 873.22, 0.00, 20.49, 0, 8, 40
2024_05_16 - 08:31:04 PM, 0.00, 0.00, 873.22, 0.00, 20.49, 0, 8, 40
2024_05_16 - 08:31:13 PM, 0.00, 0.00, 873.22, 0.00, 20.49, 0, 8, 40
2024_05_16 - 08:31:16 PM, 0.00, 0.00, 873.22, 0.00, 20.49, 0, 8, 40
2024_05_16 - 08:31:19 PM, 0.00, 0.00, 873.22, 0.00, 20.49, 0, 8, 40
