Time,Temp,RH,Pres,CO2,VOC,PM1,PM25,PM10
2024_07_07 - 06:08:08 AM, 25.85, 36.39, 889.74, 752.32, 13.88, 2.00, 8.00, 18.00
2024_07_07 - 06:09:08 AM, 25.87, 36.41, 889.74, 751.11, 13.77, 4.00, 14.00, 26.00
2024_07_07 - 06:10:09 AM, 25.87, 36.38, 889.73, 749.65, 13.66, 2.00, 8.00, 20.00
2024_07_07 - 06:11:09 AM, 25.87, 36.34, 889.74, 747.33, 13.62, 2.00, 10.00, 22.00
2024_07_07 - 06:12:10 AM, 25.87, 36.34, 889.70, 747.33, 13.71, 2.00, 8.00, 18.00
2024_07_07 - 06:13:10 AM, 25.87, 36.38, 889.68, 749.82, 13.63, 2.00, 8.00, 18.00
2024_07_07 - 06:14:10 AM, 25.85, 36.38, 889.66, 748.61, 13.63, 4.00, 12.00, 24.00
2024_07_07 - 06:15:11 AM, 25.88, 36.37, 889.67, 748.31, 13.63, 2.00, 16.00, 28.00
2024_07_07 - 06:16:11 AM, 25.88, 36.32, 889.65, 751.69, 13.69, 4.00, 10.00, 22.00
2024_07_07 - 06:17:12 AM, 25.89, 36.27, 889.64, 746.55, 13.49, 0.00, 8.00, 18.00
2024_07_07 - 06:18:12 AM, 25.89, 36.26, 889.65, 752.37, 13.66, 2.00, 8.00, 20.00
2024_07_07 - 06:19:13 AM, 25.88, 36.27, 889.65, 755.92, 13.42, 2.00, 12.00, 22.00
2024_07_07 - 06:20:13 AM, 25.85, 36.19, 889.66, 749.56, 13.50, 2.00, 14.00, 24.00
2024_07_07 - 06:21:13 AM, 25.88, 36.25, 889.65, 748.61, 13.53, 2.00, 10.00, 20.00
2024_07_07 - 06:22:14 AM, 25.88, 36.25, 889.67, 748.61, 13.41, 2.00, 10.00, 20.00
2024_07_07 - 06:23:14 AM, 25.88, 36.18, 889.65, 747.03, 13.28, 4.00, 10.00, 22.00
2024_07_07 - 06:24:15 AM, 25.89, 36.21, 889.67, 744.54, 13.31, 0.00, 10.00, 20.00
2024_07_07 - 06:25:15 AM, 25.87, 36.18, 889.69, 747.39, 13.32, 0.00, 6.00, 18.00
2024_07_07 - 06:26:16 AM, 25.89, 36.16, 889.69, 749.25, 13.10, 2.00, 10.00, 20.00
2024_07_07 - 06:27:16 AM, 25.88, 36.16, 889.66, 750.44, 13.09, 2.00, 8.00, 18.00
2024_07_07 - 06:28:16 AM, 25.87, 36.11, 889.68, 750.59, 13.03, 0.00, 12.00, 22.00
2024_07_07 - 06:29:17 AM, 25.89, 36.06, 889.67, 752.39, 13.06, 4.00, 16.00, 26.00
2024_07_07 - 06:30:17 AM, 25.88, 36.11, 889.70, 750.66, 13.00, 2.00, 8.00, 18.00
2024_07_07 - 06:31:18 AM, 25.88, 36.20, 889.69, 750.92, 13.05, 2.00, 8.00, 18.00
2024_07_07 - 06:32:18 AM, 25.88, 36.18, 889.68, 749.61, 12.95, 8.00, 14.00, 24.00
2024_07_07 - 06:33:19 AM, 25.88, 36.18, 889.68, 749.61, 12.69, 2.00, 8.00, 18.00
2024_07_07 - 06:34:19 AM, 25.87, 36.24, 889.70, 749.80, 12.66, 4.00, 10.00, 20.00
2024_07_07 - 06:35:26 AM, 25.88, 36.22, 889.71, 749.91, 12.70, 2.00, 14.00, 24.00
2024_07_07 - 06:36:25 AM, 25.89, 36.20, 889.73, 747.54, 12.62, 2.00, 12.00, 24.00
2024_07_07 - 06:37:20 AM, 25.88, 36.20, 889.74, 746.79, 12.62, 2.00, 10.00, 20.00
2024_07_07 - 06:38:21 AM, 25.91, 36.20, 889.77, 746.03, 12.45, 2.00, 10.00, 20.00
2024_07_07 - 06:39:21 AM, 25.89, 36.17, 889.76, 746.16, 12.50, 4.00, 10.00, 20.00
2024_07_07 - 06:40:22 AM, 25.88, 36.22, 889.76, 748.06, 12.54, 2.00, 14.00, 26.00
2024_07_07 - 06:41:22 AM, 25.89, 36.18, 889.77, 749.21, 12.39, 4.00, 10.00, 20.00
2024_07_07 - 06:42:23 AM, 25.88, 36.17, 889.72, 750.61, 12.38, 2.00, 8.00, 18.00
2024_07_07 - 06:43:23 AM, 25.89, 36.18, 889.75, 748.41, 12.40, 2.00, 8.00, 20.00
2024_07_07 - 06:44:23 AM, 25.89, 36.18, 889.75, 748.41, 12.36, 4.00, 12.00, 22.00
2024_07_07 - 06:45:24 AM, 25.88, 36.17, 889.79, 749.02, 12.20, 2.00, 10.00, 20.00
2024_07_07 - 06:46:24 AM, 25.89, 36.16, 889.76, 748.89, 12.18, 4.00, 14.00, 24.00
2024_07_07 - 06:47:25 AM, 25.91, 36.12, 889.80, 748.48, 12.35, 4.00, 12.00, 22.00
2024_07_07 - 06:48:25 AM, 25.91, 36.10, 889.81, 748.84, 12.22, 2.00, 10.00, 20.00
2024_07_07 - 06:49:26 AM, 25.88, 36.07, 889.80, 748.73, 12.27, 2.00, 8.00, 20.00
2024_07_07 - 06:50:26 AM, 25.89, 36.08, 889.78, 752.45, 12.19, 2.00, 10.00, 20.00
2024_07_07 - 06:51:26 AM, 25.93, 36.09, 889.75, 753.11, 12.17, 2.00, 10.00, 20.00
2024_07_07 - 06:52:27 AM, 25.91, 36.02, 889.77, 754.57, 12.12, 0.00, 4.00, 16.00
2024_07_07 - 06:53:27 AM, 25.93, 36.03, 889.73, 751.24, 12.10, 6.00, 12.00, 22.00
2024_07_07 - 06:54:28 AM, 25.93, 36.03, 889.70, 751.24, 12.26, 2.00, 12.00, 22.00
2024_07_07 - 06:55:28 AM, 25.92, 35.96, 889.70, 746.62, 12.09, 4.00, 14.00, 24.00
2024_07_07 - 06:56:29 AM, 25.91, 36.00, 889.75, 751.18, 12.10, 2.00, 8.00, 18.00
2024_07_07 - 06:57:29 AM, 25.91, 36.01, 889.71, 751.85, 11.98, 0.00, 14.00, 24.00
2024_07_07 - 06:58:30 AM, 25.92, 35.97, 889.72, 752.54, 12.07, 2.00, 14.00, 24.00
2024_07_07 - 06:59:30 AM, 25.89, 35.97, 889.72, 748.50, 12.10, 4.00, 10.00, 22.00
2024_07_07 - 07:00:30 AM, 25.92, 35.96, 889.72, 748.30, 12.15, 4.00, 16.00, 26.00
2024_07_07 - 07:01:31 AM, 25.92, 35.93, 889.74, 752.47, 11.93, 4.00, 12.00, 24.00
2024_07_07 - 07:02:31 AM, 25.93, 35.93, 889.73, 750.02, 11.88, 4.00, 12.00, 22.00
2024_07_07 - 07:03:32 AM, 25.92, 35.87, 889.72, 745.35, 11.77, 0.00, 8.00, 18.00
2024_07_07 - 07:04:32 AM, 25.91, 35.87, 889.70, 744.39, 11.96, 4.00, 16.00, 26.00
2024_07_07 - 07:05:33 AM, 25.91, 35.87, 889.71, 744.39, 12.04, 2.00, 12.00, 22.00
2024_07_07 - 07:06:33 AM, 25.91, 35.91, 889.74, 748.38, 11.90, 2.00, 10.00, 20.00
2024_07_07 - 07:07:33 AM, 25.87, 35.97, 889.70, 747.77, 11.79, 6.00, 14.00, 24.00
2024_07_07 - 07:08:34 AM, 25.89, 35.93, 889.72, 747.17, 11.88, 4.00, 14.00, 24.00
2024_07_07 - 07:09:34 AM, 25.93, 35.86, 889.71, 747.03, 11.90, 2.00, 10.00, 20.00
2024_07_07 - 07:10:35 AM, 25.93, 35.87, 889.72, 747.68, 11.75, 2.00, 8.00, 20.00
2024_07_07 - 07:11:35 AM, 25.91, 35.85, 889.71, 747.62, 11.91, 2.00, 10.00, 20.00
2024_07_07 - 07:12:36 AM, 25.91, 35.83, 889.69, 746.00, 11.73, 4.00, 12.00, 22.00
2024_07_07 - 07:13:36 AM, 25.93, 35.86, 889.72, 744.43, 11.82, 4.00, 10.00, 22.00
2024_07_07 - 07:14:37 AM, 25.92, 35.76, 889.73, 745.42, 11.62, 2.00, 10.00, 20.00
2024_07_07 - 07:15:37 AM, 25.95, 35.79, 889.72, 746.60, 11.82, 4.00, 12.00, 36.00
2024_07_07 - 07:16:37 AM, 25.95, 35.79, 889.73, 746.60, 11.79, 6.00, 18.00, 28.00
2024_07_07 - 07:17:38 AM, 25.93, 35.75, 889.77, 749.07, 11.72, 4.00, 14.00, 26.00
2024_07_07 - 07:18:38 AM, 25.95, 35.79, 889.75, 747.74, 11.78, 2.00, 8.00, 18.00
2024_07_07 - 07:19:39 AM, 25.95, 35.76, 889.76, 746.97, 11.63, 2.00, 10.00, 22.00
2024_07_07 - 07:20:39 AM, 25.95, 35.81, 889.74, 746.76, 11.58, 4.00, 12.00, 22.00
2024_07_07 - 07:21:40 AM, 25.98, 35.84, 889.78, 748.30, 11.44, 4.00, 12.00, 22.00
2024_07_07 - 07:22:40 AM, 25.98, 35.88, 889.78, 748.28, 11.32, 2.00, 8.00, 18.00
2024_07_07 - 07:23:40 AM, 25.98, 35.84, 889.81, 749.25, 11.44, 4.00, 10.00, 20.00
2024_07_07 - 07:24:41 AM, 25.95, 35.87, 889.78, 745.89, 11.37, 4.00, 10.00, 20.00
2024_07_07 - 07:25:41 AM, 25.96, 35.81, 889.76, 748.73, 11.32, 4.00, 22.00, 32.00
2024_07_07 - 07:26:42 AM, 25.96, 35.81, 889.76, 748.73, 11.43, 4.00, 10.00, 20.00
2024_07_07 - 07:27:42 AM, 25.95, 35.84, 889.80, 748.34, 11.53, 2.00, 8.00, 18.00
2024_07_07 - 07:28:43 AM, 25.96, 35.83, 889.76, 746.82, 11.44, 4.00, 12.00, 22.00
2024_07_07 - 07:29:43 AM, 25.95, 35.86, 889.75, 744.69, 11.31, 4.00, 10.00, 20.00
2024_07_07 - 07:30:43 AM, 25.92, 35.80, 889.77, 743.22, 11.29, 2.00, 12.00, 22.00
2024_07_07 - 07:31:44 AM, 25.96, 35.76, 889.78, 743.77, 11.35, 2.00, 8.00, 28.00
2024_07_07 - 07:32:44 AM, 25.93, 35.73, 889.80, 738.92, 11.34, 4.00, 10.00, 22.00
2024_07_07 - 07:33:45 AM, 25.95, 35.77, 889.82, 737.27, 11.40, 2.00, 8.00, 18.00
2024_07_07 - 07:34:45 AM, 25.93, 35.75, 889.83, 735.52, 11.28, 4.00, 12.00, 22.00
2024_07_07 - 07:35:50 AM, 25.95, 35.84, 889.88, 738.13, 11.41, 0.00, 8.00, 18.00
2024_07_07 - 07:36:46 AM, 25.93, 35.81, 889.90, 736.96, 11.33, 2.00, 10.00, 20.00
2024_07_07 - 07:37:47 AM, 25.93, 35.81, 889.89, 736.96, 11.29, 2.00, 10.00, 20.00
2024_07_07 - 07:38:47 AM, 25.92, 35.73, 889.93, 738.28, 11.26, 0.00, 10.00, 20.00
2024_07_07 - 07:39:47 AM, 25.95, 35.73, 889.86, 741.09, 11.25, 2.00, 12.00, 22.00
2024_07_07 - 07:40:48 AM, 25.96, 35.71, 889.93, 741.96, 11.23, 4.00, 10.00, 22.00
2024_07_07 - 07:41:48 AM, 25.96, 35.69, 889.89, 741.27, 11.23, 2.00, 8.00, 20.00
2024_07_07 - 07:42:49 AM, 25.93, 35.67, 889.92, 741.25, 11.18, 6.00, 12.00, 22.00
2024_07_07 - 07:43:49 AM, 25.96, 35.66, 889.88, 741.89, 11.14, 0.00, 10.00, 20.00
2024_07_07 - 07:44:50 AM, 25.99, 35.72, 889.90, 744.30, 11.13, 2.00, 12.00, 22.00
2024_07_07 - 07:45:50 AM, 25.95, 35.62, 889.93, 742.85, 11.09, 2.00, 8.00, 18.00
2024_07_07 - 07:46:50 AM, 25.96, 35.65, 889.91, 742.34, 11.05, 4.00, 10.00, 22.00
2024_07_07 - 07:47:51 AM, 25.96, 35.65, 889.94, 742.34, 11.07, 2.00, 10.00, 20.00
2024_07_07 - 07:48:51 AM, 25.95, 35.63, 889.96, 739.78, 11.06, 2.00, 10.00, 22.00
2024_07_07 - 07:49:52 AM, 25.96, 35.61, 889.94, 741.96, 10.95, 4.00, 14.00, 26.00
2024_07_07 - 07:50:52 AM, 25.96, 35.57, 889.96, 742.48, 10.87, 4.00, 14.00, 24.00
2024_07_07 - 07:51:53 AM, 25.95, 35.65, 889.97, 744.09, 10.83, 2.00, 8.00, 18.00
2024_07_07 - 07:52:53 AM, 25.98, 35.66, 889.96, 742.23, 10.81, 2.00, 8.00, 18.00
2024_07_07 - 07:53:53 AM, 25.96, 35.67, 889.98, 741.42, 10.69, 4.00, 16.00, 26.00
2024_07_07 - 07:54:54 AM, 26.00, 35.63, 890.00, 739.85, 10.50, 0.00, 10.00, 20.00
2024_07_07 - 07:55:54 AM, 25.99, 35.65, 890.00, 740.48, 10.57, 2.00, 10.00, 20.00
2024_07_07 - 07:56:55 AM, 25.98, 35.68, 890.04, 739.86, 10.49, 0.00, 8.00, 20.00
2024_07_07 - 07:57:55 AM, 26.00, 35.67, 890.02, 741.10, 10.42, 0.00, 8.00, 18.00
2024_07_07 - 07:58:56 AM, 26.00, 35.67, 890.02, 741.10, 10.44, 2.00, 10.00, 20.00
2024_07_07 - 07:59:56 AM, 26.00, 35.66, 890.02, 743.70, 10.36, 2.00, 8.00, 18.00
2024_07_07 - 08:00:57 AM, 26.00, 35.62, 890.02, 745.69, 10.33, 4.00, 10.00, 20.00
2024_07_07 - 08:01:57 AM, 26.02, 35.66, 890.02, 745.87, 10.13, 2.00, 12.00, 22.00
2024_07_07 - 08:02:57 AM, 25.99, 35.74, 890.02, 747.38, 10.13, 4.00, 10.00, 20.00
2024_07_07 - 08:03:58 AM, 26.00, 35.80, 890.03, 746.93, 9.96, 4.00, 10.00, 20.00
2024_07_07 - 08:04:58 AM, 26.03, 35.86, 890.04, 745.59, 9.89, 0.00, 4.00, 16.00
2024_07_07 - 08:05:59 AM, 26.02, 35.84, 890.02, 744.83, 9.97, 0.00, 6.00, 18.00
2024_07_07 - 08:06:59 AM, 26.05, 35.81, 890.04, 741.43, 9.82, 2.00, 8.00, 20.00
2024_07_07 - 08:08:00 AM, 26.05, 35.71, 890.07, 737.42, 9.73, 4.00, 18.00, 28.00
2024_07_07 - 08:09:00 AM, 26.08, 35.67, 890.07, 737.69, 9.67, 2.00, 10.00, 20.00
2024_07_07 - 08:10:00 AM, 26.08, 35.67, 890.11, 737.69, 9.70, 2.00, 10.00, 20.00
2024_07_07 - 08:11:01 AM, 26.06, 35.60, 890.12, 741.76, 9.75, 4.00, 16.00, 26.00
2024_07_07 - 08:12:01 AM, 26.09, 35.60, 890.14, 739.00, 9.70, 2.00, 14.00, 24.00
2024_07_07 - 08:13:02 AM, 26.06, 35.53, 890.13, 737.20, 9.51, 2.00, 10.00, 20.00
2024_07_07 - 08:14:02 AM, 26.10, 35.49, 890.12, 738.33, 9.62, 2.00, 8.00, 20.00
2024_07_07 - 08:15:03 AM, 26.09, 35.49, 890.11, 740.22, 9.49, 8.00, 14.00, 26.00
2024_07_07 - 08:16:03 AM, 26.08, 35.45, 890.10, 738.35, 9.56, 0.00, 6.00, 16.00
2024_07_07 - 08:17:03 AM, 26.10, 35.42, 890.10, 737.11, 9.44, 2.00, 12.00, 22.00
2024_07_07 - 08:18:04 AM, 26.10, 35.45, 890.07, 738.03, 9.42, 4.00, 12.00, 22.00
2024_07_07 - 08:19:04 AM, 26.12, 35.47, 890.07, 739.41, 9.37, 4.00, 10.00, 22.00
2024_07_07 - 08:20:05 AM, 26.12, 35.47, 890.10, 739.41, 9.37, 0.00, 8.00, 18.00
2024_07_07 - 08:21:05 AM, 26.09, 35.49, 890.10, 740.82, 9.26, 2.00, 14.00, 24.00
2024_07_07 - 08:22:06 AM, 26.08, 35.49, 890.06, 740.46, 9.10, 4.00, 14.00, 24.00
2024_07_07 - 08:23:06 AM, 26.08, 35.45, 890.04, 741.54, 9.08, 2.00, 12.00, 22.00
2024_07_07 - 08:24:07 AM, 26.08, 35.43, 890.08, 736.66, 9.14, 6.00, 14.00, 24.00
2024_07_07 - 08:25:07 AM, 26.08, 35.41, 890.03, 737.85, 9.07, 6.00, 18.00, 28.00
2024_07_07 - 08:26:07 AM, 26.12, 35.39, 890.06, 734.87, 9.06, 2.00, 10.00, 20.00
2024_07_07 - 08:27:08 AM, 26.09, 35.40, 890.03, 732.21, 8.95, 4.00, 10.00, 20.00
2024_07_07 - 08:28:08 AM, 26.09, 35.36, 890.02, 733.78, 8.85, 4.00, 12.00, 22.00
2024_07_07 - 08:29:09 AM, 26.06, 35.35, 890.05, 735.67, 8.73, 0.00, 6.00, 16.00
2024_07_07 - 08:30:09 AM, 26.08, 35.31, 890.04, 737.10, 8.78, 2.00, 12.00, 24.00
2024_07_07 - 08:31:10 AM, 26.08, 35.31, 890.03, 737.10, 8.72, 2.00, 12.00, 22.00
2024_07_07 - 08:32:10 AM, 26.10, 35.29, 890.08, 737.48, 8.58, 2.00, 8.00, 18.00
2024_07_07 - 08:33:10 AM, 26.10, 35.26, 890.04, 738.25, 8.61, 4.00, 18.00, 30.00
2024_07_07 - 08:34:11 AM, 26.10, 35.25, 890.08, 736.59, 8.45, 2.00, 14.00, 24.00
2024_07_07 - 08:35:11 AM, 26.09, 35.23, 890.05, 738.12, 8.45, 4.00, 16.00, 26.00
2024_07_07 - 08:36:20 AM, 26.10, 35.21, 890.06, 738.58, 8.33, 2.00, 10.00, 20.00
2024_07_07 - 08:37:17 AM, 26.10, 35.20, 890.04, 738.42, 8.35, 2.00, 14.00, 24.00
2024_07_07 - 08:38:13 AM, 26.13, 35.18, 890.00, 738.32, 8.29, 2.00, 10.00, 20.00
2024_07_07 - 08:39:13 AM, 26.10, 35.19, 890.00, 737.68, 8.17, 0.00, 8.00, 20.00
2024_07_07 - 08:40:13 AM, 26.10, 35.21, 890.00, 736.59, 8.06, 4.00, 14.00, 26.00
2024_07_07 - 08:41:14 AM, 26.10, 35.21, 890.00, 736.59, 8.11, 0.00, 14.00, 24.00
2024_07_07 - 08:42:14 AM, 26.12, 35.10, 889.97, 735.20, 7.99, 2.00, 10.00, 20.00
2024_07_07 - 08:43:15 AM, 26.10, 35.15, 889.98, 735.48, 7.93, 2.00, 12.00, 24.00
2024_07_07 - 08:44:15 AM, 26.12, 35.17, 889.96, 736.02, 7.93, 2.00, 10.00, 20.00
2024_07_07 - 08:45:16 AM, 26.10, 35.10, 889.96, 733.56, 7.84, 4.00, 12.00, 22.00
2024_07_07 - 08:46:16 AM, 26.09, 35.15, 889.97, 734.23, 7.75, 2.00, 10.00, 22.00
2024_07_07 - 08:47:17 AM, 26.10, 35.11, 889.94, 734.79, 7.72, 0.00, 6.00, 18.00
2024_07_07 - 08:48:17 AM, 26.13, 35.15, 889.96, 733.17, 7.59, 0.00, 8.00, 18.00
2024_07_07 - 08:49:17 AM, 26.13, 35.12, 889.95, 733.15, 7.61, 0.00, 8.00, 18.00
2024_07_07 - 08:50:18 AM, 26.12, 35.19, 889.94, 731.07, 7.61, 2.00, 8.00, 20.00
2024_07_07 - 08:51:18 AM, 26.09, 35.09, 889.94, 731.73, 7.45, 2.00, 14.00, 26.00
2024_07_07 - 08:52:19 AM, 26.09, 35.09, 889.96, 731.73, 7.38, 4.00, 10.00, 22.00
2024_07_07 - 08:53:19 AM, 26.13, 35.12, 889.92, 734.07, 7.27, 4.00, 12.00, 22.00
2024_07_07 - 08:54:20 AM, 26.13, 35.21, 889.92, 736.87, 7.20, 2.00, 10.00, 20.00
2024_07_07 - 08:55:20 AM, 26.17, 35.30, 889.92, 740.51, 7.14, 2.00, 14.00, 24.00
2024_07_07 - 08:56:20 AM, 26.16, 35.32, 889.91, 738.25, 7.05, 4.00, 14.00, 24.00
2024_07_07 - 08:57:21 AM, 26.16, 35.28, 889.91, 738.76, 6.93, 2.00, 12.00, 22.00
2024_07_07 - 08:58:21 AM, 26.16, 35.24, 889.89, 737.91, 6.79, 4.00, 10.00, 20.00
2024_07_07 - 08:59:22 AM, 26.20, 35.16, 889.90, 739.87, 6.83, 2.00, 10.00, 20.00
2024_07_07 - 09:00:22 AM, 26.19, 35.16, 889.91, 741.26, 6.65, 0.00, 10.00, 20.00
2024_07_07 - 09:01:23 AM, 26.15, 35.16, 889.90, 739.67, 6.75, 4.00, 10.00, 22.00
2024_07_07 - 09:02:23 AM, 26.20, 35.28, 889.88, 736.27, 6.69, 0.00, 10.00, 20.00
2024_07_07 - 09:03:23 AM, 26.20, 35.28, 889.88, 736.27, 6.65, 0.00, 6.00, 18.00
2024_07_07 - 09:04:24 AM, 26.17, 35.24, 889.87, 735.45, 6.63, 2.00, 8.00, 20.00
2024_07_07 - 09:05:24 AM, 26.17, 35.19, 889.87, 735.07, 6.52, 0.00, 10.00, 20.00
2024_07_07 - 09:06:25 AM, 26.17, 35.20, 889.86, 736.76, 6.51, 0.00, 8.00, 18.00
2024_07_07 - 09:07:25 AM, 26.19, 35.17, 889.89, 735.82, 6.40, 4.00, 10.00, 20.00
2024_07_07 - 09:08:26 AM, 26.17, 35.20, 889.87, 737.48, 6.36, 2.00, 12.00, 22.00
2024_07_07 - 09:09:26 AM, 26.17, 35.15, 889.87, 738.39, 6.38, 2.00, 12.00, 22.00
2024_07_07 - 09:10:27 AM, 26.17, 35.14, 889.89, 736.72, 6.39, 2.00, 8.00, 18.00
2024_07_07 - 09:11:27 AM, 26.19, 35.13, 889.88, 733.24, 6.38, 4.00, 10.00, 30.00
2024_07_07 - 09:12:27 AM, 26.20, 35.11, 889.87, 728.79, 6.31, 4.00, 10.00, 22.00
2024_07_07 - 09:13:28 AM, 26.20, 35.11, 889.82, 728.79, 6.21, 0.00, 6.00, 16.00
2024_07_07 - 09:14:28 AM, 26.19, 35.16, 889.84, 724.82, 6.24, 2.00, 8.00, 18.00
2024_07_07 - 09:15:29 AM, 26.22, 35.16, 889.84, 713.01, 6.18, 4.00, 10.00, 20.00
2024_07_07 - 09:16:29 AM, 26.22, 35.21, 889.83, 726.59, 6.14, 0.00, 8.00, 18.00
2024_07_07 - 09:17:30 AM, 26.22, 35.16, 889.79, 733.35, 6.04, 2.00, 12.00, 22.00
2024_07_07 - 09:18:30 AM, 26.23, 35.17, 889.80, 738.41, 6.09, 2.00, 10.00, 20.00
2024_07_07 - 09:19:30 AM, 26.23, 35.16, 889.79, 733.55, 6.02, 0.00, 6.00, 16.00
2024_07_07 - 09:20:31 AM, 26.19, 35.18, 889.78, 735.69, 6.00, 0.00, 8.00, 18.00
2024_07_07 - 09:21:31 AM, 26.23, 35.17, 889.78, 730.66, 6.03, 4.00, 12.00, 22.00
2024_07_07 - 09:22:32 AM, 26.22, 35.30, 889.78, 727.34, 5.94, 2.00, 12.00, 22.00
2024_07_07 - 09:23:32 AM, 26.22, 35.27, 889.76, 723.04, 5.87, 4.00, 12.00, 22.00
2024_07_07 - 09:24:33 AM, 26.22, 35.27, 889.78, 723.04, 5.95, 2.00, 8.00, 18.00
2024_07_07 - 09:25:33 AM, 26.25, 35.30, 889.76, 719.38, 5.86, 2.00, 10.00, 20.00
2024_07_07 - 09:26:33 AM, 26.23, 35.21, 889.76, 716.42, 5.89, 2.00, 10.00, 20.00
2024_07_07 - 09:27:34 AM, 26.22, 35.23, 889.75, 719.65, 5.86, 0.00, 6.00, 16.00
2024_07_07 - 09:28:34 AM, 26.22, 35.27, 889.74, 720.58, 5.78, 4.00, 12.00, 22.00
2024_07_07 - 09:29:35 AM, 26.22, 35.27, 889.73, 720.89, 5.71, 4.00, 12.00, 34.00
2024_07_07 - 09:30:35 AM, 26.25, 35.26, 889.74, 721.32, 5.82, 2.00, 12.00, 22.00
2024_07_07 - 09:31:36 AM, 26.22, 35.22, 889.73, 724.09, 5.71, 0.00, 6.00, 16.00
2024_07_07 - 09:32:36 AM, 26.23, 35.27, 889.74, 720.56, 5.83, 4.00, 12.00, 22.00
2024_07_07 - 09:33:37 AM, 26.22, 35.23, 889.74, 720.72, 5.79, 6.00, 16.00, 26.00
2024_07_07 - 09:34:37 AM, 26.25, 35.24, 889.72, 718.69, 5.66, 2.00, 14.00, 24.00
2024_07_07 - 09:35:37 AM, 26.25, 35.24, 889.72, 718.69, 5.59, 2.00, 12.00, 22.00
2024_07_07 - 09:36:38 AM, 26.25, 35.21, 889.68, 720.17, 5.68, 2.00, 10.00, 22.00
2024_07_07 - 09:37:38 AM, 26.26, 35.24, 889.68, 720.50, 5.60, 2.00, 10.00, 20.00
2024_07_07 - 09:38:39 AM, 26.26, 35.25, 889.68, 719.30, 5.64, 2.00, 10.00, 20.00
2024_07_07 - 09:39:39 AM, 26.25, 35.21, 889.69, 718.57, 5.63, 4.00, 10.00, 22.00
2024_07_07 - 09:40:40 AM, 26.25, 35.25, 889.69, 718.09, 5.54, 2.00, 10.00, 20.00
2024_07_07 - 09:41:40 AM, 26.27, 35.23, 889.68, 717.36, 5.51, 0.00, 8.00, 26.00
2024_07_07 - 09:42:40 AM, 26.26, 35.24, 889.65, 718.89, 5.51, 2.00, 12.00, 22.00
2024_07_07 - 09:43:41 AM, 26.26, 35.30, 889.67, 717.06, 5.51, 0.00, 10.00, 20.00
2024_07_07 - 09:44:41 AM, 26.26, 35.35, 889.65, 716.39, 5.46, 2.00, 10.00, 22.00
2024_07_07 - 09:45:42 AM, 26.26, 35.35, 889.64, 716.39, 5.42, 4.00, 14.00, 24.00
2024_07_07 - 09:46:42 AM, 26.27, 35.36, 889.63, 713.73, 5.33, 0.00, 8.00, 18.00
2024_07_07 - 09:47:43 AM, 26.27, 35.41, 889.63, 715.19, 5.34, 4.00, 10.00, 20.00
2024_07_07 - 09:48:43 AM, 26.27, 35.45, 889.63, 715.93, 5.28, 4.00, 14.00, 24.00
2024_07_07 - 09:49:43 AM, 26.29, 35.44, 889.63, 717.89, 5.16, 2.00, 8.00, 18.00
2024_07_07 - 09:50:44 AM, 26.27, 35.31, 889.62, 717.44, 5.07, 2.00, 8.00, 20.00
2024_07_07 - 09:51:44 AM, 26.27, 35.34, 889.62, 714.27, 5.07, 2.00, 12.00, 22.00
2024_07_07 - 09:52:45 AM, 26.30, 35.37, 889.60, 711.94, 5.05, 2.00, 10.00, 20.00
2024_07_07 - 09:53:45 AM, 26.32, 35.33, 889.60, 710.17, 4.87, 4.00, 12.00, 22.00
2024_07_07 - 09:54:46 AM, 26.30, 35.32, 889.59, 710.13, 4.96, 2.00, 8.00, 20.00
2024_07_07 - 09:55:46 AM, 26.32, 35.29, 889.60, 706.91, 4.86, 2.00, 10.00, 20.00
2024_07_07 - 09:56:47 AM, 26.32, 35.29, 889.59, 706.91, 4.69, 2.00, 12.00, 22.00
2024_07_07 - 09:57:47 AM, 26.33, 35.29, 889.60, 705.36, 4.75, 0.00, 8.00, 18.00
2024_07_07 - 09:58:47 AM, 26.34, 35.26, 889.58, 706.90, 4.66, 4.00, 18.00, 28.00
2024_07_07 - 09:59:48 AM, 26.32, 35.28, 889.58, 708.16, 4.63, 4.00, 16.00, 26.00
2024_07_07 - 10:00:48 AM, 26.33, 35.23, 889.57, 708.09, 4.56, 2.00, 14.00, 26.00
2024_07_07 - 10:01:49 AM, 26.36, 35.37, 889.57, 708.64, 4.48, 2.00, 12.00, 22.00
2024_07_07 - 10:02:49 AM, 26.34, 35.37, 889.59, 708.46, 4.45, 2.00, 10.00, 20.00
2024_07_07 - 10:03:50 AM, 26.34, 35.52, 889.57, 708.35, 4.34, 2.00, 10.00, 20.00
2024_07_07 - 10:04:50 AM, 26.34, 35.52, 889.57, 707.84, 4.26, 2.00, 10.00, 20.00
2024_07_07 - 10:05:50 AM, 26.36, 35.45, 889.54, 706.54, 4.23, 2.00, 8.00, 18.00
2024_07_07 - 10:06:51 AM, 26.36, 35.45, 889.55, 706.54, 4.15, 2.00, 12.00, 22.00
2024_07_07 - 10:07:51 AM, 26.36, 35.57, 889.56, 709.42, 4.13, 8.00, 22.00, 32.00
2024_07_07 - 10:08:52 AM, 26.39, 35.62, 889.56, 709.72, 4.13, 4.00, 14.00, 24.00
