Time,Temp,RH,Pres,CO2,VOC,PM1,PM25,PM10
2024_07_06 - 06:02:55 PM, 26.60, 30.29, 888.91, 611.91, 0.72, 2.00, 12.00, 24.00
2024_07_06 - 06:03:55 PM, 26.55, 30.12, 888.91, 611.56, 0.71, 2.00, 10.00, 20.00
2024_07_06 - 06:04:56 PM, 26.29, 30.09, 888.92, 604.03, 0.69, 0.00, 8.00, 18.00
2024_07_06 - 06:05:56 PM, 26.29, 30.09, 888.92, 604.03, 0.67, 4.00, 16.00, 26.00
2024_07_06 - 06:06:56 PM, 26.26, 30.19, 888.95, 594.32, 0.65, 2.00, 10.00, 20.00
2024_07_06 - 06:07:57 PM, 26.26, 30.46, 888.95, 598.18, 0.64, 2.00, 8.00, 20.00
2024_07_06 - 06:08:57 PM, 26.19, 30.53, 888.96, 595.69, 0.69, 4.00, 12.00, 24.00
2024_07_06 - 06:09:58 PM, 26.36, 30.42, 888.94, 602.16, 0.79, 2.00, 12.00, 22.00
2024_07_06 - 06:10:58 PM, 26.36, 30.72, 888.94, 604.55, 0.76, 2.00, 10.00, 20.00
2024_07_06 - 06:11:59 PM, 26.46, 30.70, 888.95, 609.88, 0.81, 0.00, 12.00, 24.00
2024_07_06 - 06:12:59 PM, 26.34, 30.47, 888.94, 610.55, 0.83, 2.00, 14.00, 24.00
2024_07_06 - 06:13:59 PM, 26.52, 30.48, 888.93, 615.03, 0.86, 4.00, 12.00, 22.00
2024_07_06 - 06:15:00 PM, 26.57, 29.74, 888.93, 609.15, 0.83, 2.00, 10.00, 20.00
2024_07_06 - 06:16:00 PM, 26.60, 30.05, 888.91, 606.83, 0.75, 2.00, 10.00, 20.00
2024_07_06 - 06:17:01 PM, 26.60, 30.05, 888.93, 606.83, 0.75, 2.00, 8.00, 18.00
2024_07_06 - 06:18:01 PM, 26.40, 29.98, 888.94, 596.40, 0.78, 0.00, 8.00, 18.00
2024_07_06 - 06:19:02 PM, 26.29, 30.26, 888.92, 592.95, 0.80, 4.00, 14.00, 24.00
2024_07_06 - 06:20:02 PM, 26.47, 30.15, 888.90, 585.99, 0.75, 2.00, 8.00, 18.00
2024_07_06 - 06:21:02 PM, 26.44, 30.18, 888.87, 591.08, 0.78, 2.00, 12.00, 22.00
2024_07_06 - 06:22:03 PM, 26.48, 30.24, 888.90, 588.06, 0.64, 0.00, 6.00, 16.00
2024_07_06 - 06:23:03 PM, 26.48, 30.31, 888.93, 588.24, 0.65, 0.00, 10.00, 20.00
2024_07_06 - 06:24:04 PM, 26.52, 30.36, 888.88, 586.99, 0.63, 2.00, 12.00, 24.00
2024_07_06 - 06:25:04 PM, 26.52, 30.27, 888.89, 585.87, 0.64, 2.00, 14.00, 24.00
2024_07_06 - 06:26:05 PM, 26.54, 30.51, 888.91, 583.83, 0.66, 4.00, 12.00, 22.00
2024_07_06 - 06:27:05 PM, 26.54, 30.73, 888.90, 580.94, 0.66, 4.00, 10.00, 22.00
2024_07_06 - 06:28:06 PM, 26.54, 30.73, 888.90, 580.94, 0.64, 2.00, 10.00, 20.00
2024_07_06 - 06:29:06 PM, 26.52, 30.46, 888.92, 583.18, 0.65, 4.00, 12.00, 22.00
2024_07_06 - 06:30:11 PM, 26.47, 30.36, 888.93, 583.37, 0.68, 2.00, 10.00, 20.00
2024_07_06 - 06:31:07 PM, 26.48, 30.44, 888.94, 579.46, 0.65, 2.00, 12.00, 22.00
2024_07_06 - 06:32:07 PM, 26.47, 31.00, 888.94, 585.17, 0.61, 4.00, 12.00, 22.00
2024_07_06 - 06:33:08 PM, 26.43, 30.18, 888.94, 592.48, 0.57, 0.00, 10.00, 20.00
2024_07_06 - 06:34:08 PM, 26.52, 30.92, 888.92, 600.37, 0.57, 2.00, 8.00, 18.00
2024_07_06 - 06:35:09 PM, 26.46, 30.59, 888.93, 597.58, 0.57, 0.00, 8.00, 18.00
2024_07_06 - 06:36:09 PM, 26.40, 30.51, 888.93, 590.48, 0.60, 2.00, 8.00, 18.00
2024_07_06 - 06:37:09 PM, 26.41, 30.67, 888.96, 585.42, 0.61, 2.00, 8.00, 20.00
2024_07_06 - 06:38:10 PM, 26.41, 30.67, 888.97, 585.42, 0.62, 2.00, 8.00, 20.00
2024_07_06 - 06:39:10 PM, 26.39, 30.68, 888.95, 579.37, 0.63, 4.00, 12.00, 22.00
2024_07_06 - 06:40:11 PM, 26.39, 30.36, 888.99, 582.40, 0.58, 4.00, 10.00, 30.00
2024_07_06 - 06:41:11 PM, 26.46, 30.85, 888.96, 586.93, 0.55, 2.00, 8.00, 18.00
2024_07_06 - 06:42:12 PM, 26.47, 30.93, 888.95, 595.47, 0.52, 2.00, 12.00, 22.00
2024_07_06 - 06:43:12 PM, 26.52, 30.61, 888.98, 594.00, 0.53, 4.00, 12.00, 22.00
2024_07_06 - 06:44:12 PM, 26.57, 31.01, 888.98, 603.74, 0.56, 0.00, 8.00, 20.00
2024_07_06 - 06:45:13 PM, 26.43, 30.93, 888.99, 602.54, 0.57, 0.00, 8.00, 18.00
2024_07_06 - 06:46:13 PM, 26.54, 31.03, 888.96, 603.22, 0.58, 2.00, 10.00, 20.00
2024_07_06 - 06:47:14 PM, 26.52, 30.81, 888.98, 603.33, 0.60, 0.00, 8.00, 18.00
2024_07_06 - 06:48:14 PM, 26.32, 31.31, 888.98, 605.30, 0.66, 2.00, 10.00, 20.00
2024_07_06 - 06:49:15 PM, 26.32, 31.31, 888.98, 605.30, 0.71, 2.00, 12.00, 22.00
2024_07_06 - 06:50:15 PM, 26.33, 31.22, 888.96, 611.09, 0.64, 6.00, 22.00, 34.00
2024_07_06 - 06:51:16 PM, 26.46, 30.67, 888.98, 605.40, 0.63, 2.00, 18.00, 30.00
2024_07_06 - 06:52:16 PM, 26.51, 30.82, 888.97, 586.72, 0.63, 2.00, 8.00, 30.00
2024_07_06 - 06:53:16 PM, 26.52, 30.85, 888.96, 574.62, 0.65, 2.00, 12.00, 22.00
2024_07_06 - 06:54:17 PM, 26.51, 31.03, 889.02, 601.69, 0.67, 0.00, 8.00, 18.00
2024_07_06 - 06:55:17 PM, 26.17, 31.16, 889.00, 566.85, 0.68, 2.00, 8.00, 20.00
2024_07_06 - 06:56:18 PM, 26.16, 31.14, 889.03, 565.26, 0.70, 2.00, 10.00, 28.00
2024_07_06 - 06:57:18 PM, 26.30, 31.48, 889.00, 562.93, 0.67, 0.00, 6.00, 18.00
2024_07_06 - 06:58:19 PM, 26.30, 31.24, 889.01, 566.58, 0.65, 4.00, 16.00, 26.00
2024_07_06 - 06:59:19 PM, 26.30, 31.24, 889.03, 566.58, 0.64, 0.00, 8.00, 18.00
2024_07_06 - 07:00:19 PM, 26.30, 31.24, 889.04, 566.58, 0.62, 4.00, 10.00, 20.00
2024_07_06 - 07:01:20 PM, 26.05, 31.67, 889.08, 524.37, 0.62, 6.00, 14.00, 24.00
2024_07_06 - 07:02:20 PM, 26.27, 31.13, 889.06, 536.27, 0.57, 2.00, 10.00, 20.00
2024_07_06 - 07:03:21 PM, 26.44, 31.26, 889.06, 551.65, 0.59, 2.00, 8.00, 20.00
2024_07_06 - 07:04:21 PM, 26.51, 30.80, 889.04, 555.13, 0.57, 2.00, 8.00, 20.00
2024_07_06 - 07:05:22 PM, 26.58, 30.87, 889.04, 567.12, 0.59, 8.00, 12.00, 24.00
2024_07_06 - 07:06:22 PM, 26.50, 31.08, 889.05, 591.50, 0.58, 2.00, 10.00, 20.00
2024_07_06 - 07:07:22 PM, 26.55, 31.36, 889.07, 604.75, 0.56, 2.00, 12.00, 24.00
2024_07_06 - 07:08:23 PM, 26.52, 30.88, 889.09, 594.51, 0.54, 4.00, 18.00, 28.00
2024_07_06 - 07:09:23 PM, 26.33, 31.02, 889.06, 588.29, 0.57, 2.00, 12.00, 24.00
2024_07_06 - 07:10:24 PM, 26.33, 31.02, 889.05, 588.29, 0.54, 2.00, 10.00, 20.00
2024_07_06 - 07:11:24 PM, 26.50, 30.89, 889.01, 572.53, 0.51, 0.00, 10.00, 20.00
2024_07_06 - 07:12:25 PM, 26.54, 30.68, 889.02, 572.59, 0.51, 4.00, 10.00, 20.00
2024_07_06 - 07:13:25 PM, 26.57, 30.71, 889.05, 575.03, 0.52, 0.00, 8.00, 18.00
2024_07_06 - 07:14:26 PM, 26.27, 31.01, 889.11, 576.17, 0.52, 2.00, 10.00, 20.00
2024_07_06 - 07:15:26 PM, 26.41, 30.90, 889.06, 570.67, 0.50, 4.00, 18.00, 28.00
2024_07_06 - 07:16:26 PM, 26.48, 31.00, 889.07, 573.30, 0.51, 0.00, 8.00, 18.00
2024_07_06 - 07:17:27 PM, 26.20, 31.09, 889.03, 575.61, 0.54, 6.00, 18.00, 28.00
2024_07_06 - 07:18:27 PM, 26.44, 31.01, 889.04, 578.81, 0.53, 4.00, 14.00, 26.00
2024_07_06 - 07:19:28 PM, 26.50, 30.67, 889.06, 584.98, 0.50, 2.00, 8.00, 20.00
2024_07_06 - 07:20:28 PM, 26.51, 31.15, 889.11, 588.37, 0.53, 2.00, 8.00, 20.00
2024_07_06 - 07:21:29 PM, 26.51, 31.15, 889.09, 588.37, 0.51, 10.00, 18.00, 28.00
2024_07_06 - 07:22:29 PM, 26.54, 30.96, 889.07, 594.29, 0.51, 0.00, 8.00, 18.00
2024_07_06 - 07:23:29 PM, 26.58, 30.75, 889.05, 598.04, 0.50, 2.00, 10.00, 22.00
2024_07_06 - 07:24:30 PM, 26.54, 30.43, 889.04, 592.80, 0.50, 0.00, 12.00, 22.00
2024_07_06 - 07:25:30 PM, 26.36, 30.74, 889.06, 585.97, 0.51, 2.00, 12.00, 24.00
2024_07_06 - 07:26:31 PM, 26.46, 30.94, 889.05, 576.07, 0.49, 2.00, 10.00, 20.00
2024_07_06 - 07:27:31 PM, 26.43, 30.78, 889.05, 577.96, 0.51, 0.00, 8.00, 18.00
2024_07_06 - 07:28:32 PM, 26.44, 30.73, 889.10, 579.33, 0.51, 2.00, 8.00, 18.00
2024_07_06 - 07:29:32 PM, 26.48, 30.85, 889.08, 579.65, 0.53, 6.00, 18.00, 28.00
2024_07_06 - 07:30:37 PM, 26.46, 30.82, 889.07, 585.71, 0.52, 2.00, 8.00, 18.00
2024_07_06 - 07:31:33 PM, 26.47, 30.96, 889.05, 579.09, 0.54, 2.00, 8.00, 18.00
2024_07_06 - 07:32:33 PM, 26.47, 30.96, 889.06, 579.09, 0.52, 0.00, 6.00, 18.00
2024_07_06 - 07:33:34 PM, 26.52, 30.44, 889.06, 576.42, 0.52, 2.00, 10.00, 20.00
2024_07_06 - 07:34:34 PM, 26.36, 30.84, 889.04, 581.31, 0.53, 4.00, 14.00, 24.00
2024_07_06 - 07:35:35 PM, 26.50, 31.02, 889.07, 583.38, 0.56, 0.00, 6.00, 16.00
2024_07_06 - 07:36:35 PM, 26.32, 31.01, 889.08, 588.31, 0.56, 2.00, 14.00, 24.00
2024_07_06 - 07:37:36 PM, 26.44, 31.34, 889.08, 589.36, 0.52, 0.00, 8.00, 18.00
2024_07_06 - 07:38:36 PM, 26.46, 30.68, 889.10, 587.79, 0.50, 2.00, 12.00, 22.00
2024_07_06 - 07:39:36 PM, 26.51, 30.72, 889.09, 592.50, 0.54, 0.00, 8.00, 18.00
2024_07_06 - 07:40:37 PM, 26.48, 30.91, 889.11, 597.27, 0.51, 2.00, 12.00, 24.00
2024_07_06 - 07:41:37 PM, 26.52, 30.62, 889.10, 595.65, 0.52, 4.00, 12.00, 22.00
2024_07_06 - 07:42:38 PM, 26.52, 30.62, 889.11, 595.65, 0.54, 2.00, 14.00, 24.00
2024_07_06 - 07:43:38 PM, 26.55, 31.13, 889.10, 605.67, 0.54, 2.00, 10.00, 20.00
2024_07_06 - 07:44:39 PM, 26.52, 30.72, 889.09, 609.11, 0.53, 4.00, 14.00, 24.00
2024_07_06 - 07:45:39 PM, 26.44, 30.91, 889.10, 576.87, 0.53, 4.00, 12.00, 22.00
2024_07_06 - 07:46:39 PM, 26.40, 30.67, 889.09, 541.55, 0.54, 2.00, 10.00, 20.00
2024_07_06 - 07:47:40 PM, 26.32, 31.01, 889.09, 506.79, 0.55, 2.00, 12.00, 22.00
2024_07_06 - 07:48:40 PM, 26.37, 30.85, 889.09, 2510.80, 0.53, 2.00, 10.00, 20.00
2024_07_06 - 07:49:41 PM, 26.52, 30.28, 889.09, 853.83, 0.52, 2.00, 10.00, 20.00
2024_07_06 - 07:50:41 PM, 26.58, 30.31, 889.09, 545.18, 0.50, 2.00, 12.00, 22.00
2024_07_06 - 07:51:42 PM, 26.57, 30.92, 889.13, 594.57, 0.53, 2.00, 10.00, 20.00
2024_07_06 - 07:52:42 PM, 26.60, 30.40, 889.13, 597.35, 0.52, 2.00, 14.00, 24.00
2024_07_06 - 07:53:42 PM, 26.60, 30.40, 889.13, 597.35, 0.53, 2.00, 8.00, 20.00
2024_07_06 - 07:54:43 PM, 26.58, 30.36, 889.12, 587.85, 0.53, 0.00, 10.00, 20.00
2024_07_06 - 07:55:43 PM, 26.62, 30.38, 889.16, 569.63, 0.54, 2.00, 10.00, 20.00
2024_07_06 - 07:56:44 PM, 26.60, 30.37, 889.17, 572.72, 0.58, 2.00, 14.00, 24.00
2024_07_06 - 07:57:44 PM, 26.58, 30.41, 889.17, 566.67, 0.59, 4.00, 12.00, 24.00
2024_07_06 - 07:58:45 PM, 26.52, 30.25, 889.16, 568.64, 0.57, 4.00, 14.00, 24.00
2024_07_06 - 07:59:45 PM, 26.51, 30.42, 889.19, 564.57, 0.58, 2.00, 8.00, 18.00
2024_07_06 - 08:00:46 PM, 26.51, 30.47, 889.23, 568.51, 0.58, 0.00, 10.00, 26.00
2024_07_06 - 08:01:46 PM, 26.43, 31.32, 889.21, 574.41, 0.57, 0.00, 8.00, 18.00
2024_07_06 - 08:02:46 PM, 26.52, 30.80, 889.22, 576.59, 0.53, 2.00, 12.00, 22.00
2024_07_06 - 08:03:47 PM, 26.58, 30.43, 889.21, 570.92, 0.52, 2.00, 8.00, 20.00
2024_07_06 - 08:04:47 PM, 26.58, 30.43, 889.22, 570.92, 0.53, 4.00, 12.00, 22.00
2024_07_06 - 08:05:48 PM, 26.70, 30.47, 889.20, 567.97, 0.53, 2.00, 8.00, 18.00
2024_07_06 - 08:06:48 PM, 26.68, 30.69, 889.23, 568.85, 0.55, 2.00, 14.00, 24.00
2024_07_06 - 08:07:49 PM, 26.73, 30.30, 889.20, 568.93, 0.54, 4.00, 10.00, 20.00
2024_07_06 - 08:08:49 PM, 26.74, 30.52, 889.23, 569.32, 0.53, 4.00, 12.00, 24.00
2024_07_06 - 08:09:49 PM, 26.71, 30.58, 889.20, 573.05, 0.54, 4.00, 12.00, 24.00
2024_07_06 - 08:10:50 PM, 26.71, 30.59, 889.20, 574.57, 0.54, 2.00, 12.00, 24.00
2024_07_06 - 08:11:50 PM, 26.67, 30.44, 889.23, 579.19, 0.55, 4.00, 14.00, 24.00
2024_07_06 - 08:12:51 PM, 26.65, 30.56, 889.22, 574.93, 0.55, 4.00, 16.00, 26.00
2024_07_06 - 08:13:51 PM, 26.65, 30.26, 889.24, 570.40, 0.55, 0.00, 10.00, 20.00
2024_07_06 - 08:14:52 PM, 26.65, 30.26, 889.24, 570.40, 0.54, 2.00, 8.00, 18.00
2024_07_06 - 08:15:52 PM, 26.64, 30.67, 889.25, 577.14, 0.56, 2.00, 10.00, 20.00
2024_07_06 - 08:16:52 PM, 26.58, 30.33, 889.25, 570.53, 0.55, 4.00, 16.00, 28.00
2024_07_06 - 08:17:53 PM, 26.60, 30.68, 889.25, 574.56, 0.54, 2.00, 12.00, 22.00
2024_07_06 - 08:18:53 PM, 26.54, 30.40, 889.23, 570.11, 0.52, 4.00, 10.00, 22.00
2024_07_06 - 08:19:54 PM, 26.55, 30.83, 889.22, 565.06, 0.54, 0.00, 12.00, 22.00
2024_07_06 - 08:20:54 PM, 26.60, 30.42, 889.23, 572.79, 0.55, 2.00, 10.00, 22.00
2024_07_06 - 08:21:55 PM, 26.55, 30.99, 889.20, 575.40, 0.58, 6.00, 14.00, 24.00
2024_07_06 - 08:22:55 PM, 26.60, 30.58, 889.24, 577.87, 0.58, 2.00, 12.00, 22.00
2024_07_06 - 08:23:56 PM, 26.54, 30.62, 889.25, 578.88, 0.58, 6.00, 18.00, 28.00
2024_07_06 - 08:24:56 PM, 26.57, 30.91, 889.20, 581.13, 0.60, 4.00, 12.00, 22.00
2024_07_06 - 08:25:56 PM, 26.57, 30.91, 889.24, 581.13, 0.61, 4.00, 12.00, 22.00
2024_07_06 - 08:26:57 PM, 26.61, 30.63, 889.23, 584.63, 0.62, 6.00, 14.00, 24.00
2024_07_06 - 08:27:57 PM, 26.64, 30.40, 889.22, 583.16, 0.63, 2.00, 8.00, 18.00
2024_07_06 - 08:28:58 PM, 26.57, 30.72, 889.22, 584.95, 0.63, 2.00, 8.00, 20.00
2024_07_06 - 08:29:58 PM, 26.57, 30.64, 889.24, 579.29, 0.63, 4.00, 12.00, 24.00
2024_07_06 - 08:31:04 PM, 26.52, 30.77, 889.24, 574.15, 0.64, 6.00, 12.00, 24.00
2024_07_06 - 08:31:59 PM, 26.58, 30.90, 889.23, 592.31, 0.68, 2.00, 14.00, 24.00
2024_07_06 - 08:32:59 PM, 26.61, 30.83, 889.24, 588.17, 0.68, 2.00, 8.00, 18.00
2024_07_06 - 08:34:00 PM, 26.65, 30.62, 889.24, 601.17, 0.69, 4.00, 18.00, 28.00
2024_07_06 - 08:35:00 PM, 26.64, 30.71, 889.25, 605.81, 0.71, 2.00, 8.00, 18.00
2024_07_06 - 08:36:01 PM, 26.68, 30.67, 889.27, 605.08, 0.70, 6.00, 12.00, 24.00
2024_07_06 - 08:37:01 PM, 26.68, 30.67, 889.27, 605.08, 0.71, 2.00, 8.00, 20.00
2024_07_06 - 08:38:02 PM, 26.52, 30.48, 889.30, 600.07, 0.69, 4.00, 12.00, 22.00
2024_07_06 - 08:39:02 PM, 26.57, 30.64, 889.32, 602.21, 0.72, 2.00, 16.00, 26.00
2024_07_06 - 08:40:02 PM, 26.58, 30.68, 889.32, 602.29, 0.72, 2.00, 8.00, 20.00
2024_07_06 - 08:41:03 PM, 26.61, 30.78, 889.33, 600.42, 0.71, 2.00, 8.00, 18.00
2024_07_06 - 08:42:03 PM, 26.62, 30.45, 889.31, 598.79, 0.72, 0.00, 8.00, 18.00
2024_07_06 - 08:43:04 PM, 26.62, 30.60, 889.32, 598.25, 0.72, 2.00, 10.00, 20.00
2024_07_06 - 08:44:04 PM, 26.55, 30.95, 889.32, 592.56, 0.74, 2.00, 8.00, 20.00
2024_07_06 - 08:45:05 PM, 26.60, 30.75, 889.34, 594.75, 0.77, 2.00, 12.00, 22.00
2024_07_06 - 08:46:05 PM, 26.54, 30.74, 889.38, 589.20, 0.73, 2.00, 12.00, 24.00
2024_07_06 - 08:47:06 PM, 26.54, 30.74, 889.35, 589.20, 0.66, 0.00, 6.00, 16.00
2024_07_06 - 08:48:06 PM, 26.57, 30.73, 889.35, 589.84, 0.62, 2.00, 10.00, 20.00
2024_07_06 - 08:49:06 PM, 26.47, 30.96, 889.35, 592.64, 0.67, 6.00, 14.00, 24.00
2024_07_06 - 08:50:07 PM, 26.48, 31.25, 889.36, 592.72, 0.66, 2.00, 12.00, 22.00
2024_07_06 - 08:51:07 PM, 26.44, 31.38, 889.35, 593.44, 0.70, 0.00, 10.00, 20.00
2024_07_06 - 08:52:08 PM, 26.37, 31.18, 889.34, 588.55, 0.71, 4.00, 12.00, 22.00
2024_07_06 - 08:53:08 PM, 26.43, 31.02, 889.36, 591.83, 0.66, 4.00, 16.00, 26.00
2024_07_06 - 08:54:09 PM, 26.44, 31.12, 889.37, 587.17, 0.63, 4.00, 12.00, 22.00
2024_07_06 - 08:55:09 PM, 26.48, 31.04, 889.40, 581.77, 0.65, 0.00, 12.00, 24.00
2024_07_06 - 08:56:09 PM, 26.52, 31.07, 889.43, 572.69, 0.69, 4.00, 10.00, 22.00
2024_07_06 - 08:57:10 PM, 26.44, 31.04, 889.42, 573.25, 0.64, 0.00, 8.00, 18.00
2024_07_06 - 08:58:10 PM, 26.44, 31.04, 889.42, 573.25, 0.63, 2.00, 10.00, 20.00
2024_07_06 - 08:59:11 PM, 26.43, 30.97, 889.43, 569.55, 0.70, 0.00, 10.00, 22.00
2024_07_06 - 09:00:11 PM, 26.44, 30.90, 889.44, 568.55, 0.71, 4.00, 12.00, 22.00
2024_07_06 - 09:01:12 PM, 26.40, 30.99, 889.42, 566.00, 0.70, 0.00, 10.00, 20.00
2024_07_06 - 09:02:12 PM, 26.29, 31.00, 889.39, 568.05, 0.64, 6.00, 12.00, 22.00
2024_07_06 - 09:03:12 PM, 26.34, 31.07, 889.44, 565.17, 0.69, 6.00, 18.00, 30.00
2024_07_06 - 09:04:13 PM, 26.37, 31.31, 889.41, 564.94, 0.76, 2.00, 16.00, 26.00
2024_07_06 - 09:05:13 PM, 26.33, 30.97, 889.43, 562.48, 0.72, 2.00, 10.00, 20.00
2024_07_06 - 09:06:14 PM, 26.36, 30.94, 889.45, 559.79, 0.70, 4.00, 10.00, 22.00
2024_07_06 - 09:07:14 PM, 26.27, 31.08, 889.46, 562.35, 0.65, 4.00, 12.00, 22.00
2024_07_06 - 09:08:15 PM, 26.26, 31.00, 889.47, 551.79, 0.62, 2.00, 10.00, 20.00
2024_07_06 - 09:09:15 PM, 26.26, 31.00, 889.48, 551.79, 0.63, 2.00, 14.00, 24.00
2024_07_06 - 09:10:16 PM, 26.27, 31.11, 889.49, 548.91, 0.65, 2.00, 10.00, 20.00
2024_07_06 - 09:11:16 PM, 26.27, 31.09, 889.52, 550.13, 0.60, 4.00, 12.00, 24.00
2024_07_06 - 09:12:16 PM, 26.23, 31.23, 889.54, 549.03, 0.57, 4.00, 12.00, 22.00
2024_07_06 - 09:13:17 PM, 26.19, 31.37, 889.53, 549.05, 0.55, 4.00, 12.00, 22.00
2024_07_06 - 09:14:17 PM, 26.20, 31.37, 889.50, 545.40, 0.54, 2.00, 12.00, 22.00
2024_07_06 - 09:15:18 PM, 26.20, 31.40, 889.50, 542.02, 0.56, 4.00, 14.00, 24.00
2024_07_06 - 09:16:18 PM, 26.17, 31.56, 889.54, 545.25, 0.55, 2.00, 10.00, 20.00
2024_07_06 - 09:17:19 PM, 26.10, 31.68, 889.56, 538.93, 0.50, 0.00, 10.00, 20.00
2024_07_06 - 09:18:19 PM, 26.05, 31.88, 889.56, 536.01, 0.51, 2.00, 10.00, 20.00
2024_07_06 - 09:19:19 PM, 26.05, 31.88, 889.57, 536.01, 0.50, 2.00, 18.00, 28.00
2024_07_06 - 09:20:20 PM, 26.00, 31.93, 889.57, 537.07, 0.50, 2.00, 10.00, 20.00
2024_07_06 - 09:21:20 PM, 25.98, 32.10, 889.59, 533.42, 0.52, 2.00, 14.00, 24.00
2024_07_06 - 09:22:21 PM, 25.99, 32.06, 889.60, 533.49, 0.51, 4.00, 12.00, 22.00
2024_07_06 - 09:23:21 PM, 26.00, 32.04, 889.61, 533.67, 0.50, 6.00, 14.00, 24.00
2024_07_06 - 09:24:22 PM, 25.93, 32.11, 889.63, 529.81, 0.51, 4.00, 12.00, 22.00
2024_07_06 - 09:25:22 PM, 25.95, 34.65, 889.64, 544.44, 0.51, 2.00, 10.00, 20.00
2024_07_06 - 09:26:22 PM, 25.98, 34.62, 889.65, 578.65, 0.54, 0.00, 8.00, 20.00
2024_07_06 - 09:27:23 PM, 26.00, 34.62, 889.64, 622.08, 0.59, 2.00, 10.00, 24.00
2024_07_06 - 09:28:23 PM, 26.05, 34.63, 889.64, 626.61, 0.66, 4.00, 10.00, 22.00
2024_07_06 - 09:29:24 PM, 26.05, 34.09, 889.66, 625.48, 0.72, 8.00, 14.00, 26.00
2024_07_06 - 09:30:24 PM, 26.05, 34.09, 889.67, 625.48, 0.78, 4.00, 10.00, 20.00
2024_07_06 - 09:31:29 PM, 26.12, 34.97, 889.67, 640.53, 0.88, 6.00, 12.00, 22.00
2024_07_06 - 09:32:25 PM, 26.09, 35.35, 889.67, 644.50, 0.94, 4.00, 12.00, 22.00
2024_07_06 - 09:33:26 PM, 26.12, 35.01, 889.66, 643.01, 1.09, 0.00, 8.00, 18.00
2024_07_06 - 09:34:26 PM, 26.17, 35.54, 889.69, 656.98, 1.21, 0.00, 10.00, 20.00
2024_07_06 - 09:35:26 PM, 26.12, 34.63, 889.68, 653.84, 1.44, 0.00, 6.00, 16.00
2024_07_06 - 09:36:27 PM, 26.17, 35.12, 889.70, 668.28, 1.61, 2.00, 12.00, 24.00
2024_07_06 - 09:37:27 PM, 26.12, 34.77, 889.70, 662.29, 1.83, 2.00, 10.00, 20.00
2024_07_06 - 09:38:28 PM, 26.13, 34.67, 889.73, 660.68, 2.10, 2.00, 10.00, 20.00
2024_07_06 - 09:39:28 PM, 26.06, 34.78, 889.73, 658.26, 2.38, 4.00, 14.00, 24.00
2024_07_06 - 09:40:29 PM, 26.06, 34.78, 889.73, 658.26, 2.53, 2.00, 12.00, 22.00
2024_07_06 - 09:41:29 PM, 26.16, 35.25, 889.75, 665.10, 2.67, 0.00, 8.00, 18.00
2024_07_06 - 09:42:29 PM, 26.15, 34.68, 889.77, 663.51, 2.93, 4.00, 14.00, 24.00
2024_07_06 - 09:43:30 PM, 26.16, 34.61, 889.79, 662.46, 3.20, 4.00, 10.00, 22.00
2024_07_06 - 09:44:30 PM, 26.10, 34.63, 889.77, 664.51, 3.46, 0.00, 12.00, 22.00
2024_07_06 - 09:45:31 PM, 26.10, 34.96, 889.77, 664.76, 3.52, 4.00, 12.00, 28.00
2024_07_06 - 09:46:31 PM, 26.08, 34.75, 889.81, 659.40, 3.86, 2.00, 10.00, 20.00
2024_07_06 - 09:47:32 PM, 26.03, 34.77, 889.81, 656.20, 3.99, 4.00, 12.00, 22.00
2024_07_06 - 09:48:32 PM, 26.00, 34.79, 889.81, 653.12, 4.23, 0.00, 16.00, 28.00
2024_07_06 - 09:49:32 PM, 26.06, 34.86, 889.80, 657.77, 4.40, 2.00, 8.00, 18.00
2024_07_06 - 09:50:33 PM, 26.05, 34.81, 889.80, 656.47, 4.71, 2.00, 12.00, 22.00
2024_07_06 - 09:51:33 PM, 26.05, 34.81, 889.81, 656.47, 4.96, 4.00, 12.00, 22.00
2024_07_06 - 09:52:34 PM, 25.96, 34.83, 889.80, 655.07, 5.19, 2.00, 8.00, 20.00
2024_07_06 - 09:53:34 PM, 25.98, 34.83, 889.81, 656.56, 5.46, 2.00, 10.00, 20.00
2024_07_06 - 09:54:35 PM, 25.98, 34.87, 889.84, 651.66, 5.57, 2.00, 14.00, 24.00
2024_07_06 - 09:55:35 PM, 25.95, 34.88, 889.85, 649.77, 5.72, 2.00, 10.00, 20.00
2024_07_06 - 09:56:36 PM, 26.00, 34.96, 889.87, 647.73, 5.87, 0.00, 6.00, 16.00
2024_07_06 - 09:57:36 PM, 26.03, 35.04, 889.88, 655.45, 6.04, 2.00, 10.00, 20.00
2024_07_06 - 09:58:36 PM, 26.12, 34.92, 889.90, 657.07, 5.92, 4.00, 12.00, 22.00
2024_07_06 - 09:59:37 PM, 26.09, 34.74, 889.89, 659.68, 6.06, 2.00, 10.00, 20.00
2024_07_06 - 10:00:37 PM, 26.02, 34.77, 889.92, 661.07, 6.98, 0.00, 8.00, 18.00
2024_07_06 - 10:01:38 PM, 26.15, 34.60, 889.93, 664.30, 7.08, 4.00, 10.00, 20.00
2024_07_06 - 10:02:38 PM, 26.15, 34.60, 889.94, 664.30, 7.17, 2.00, 8.00, 20.00
2024_07_06 - 10:03:39 PM, 26.17, 34.55, 889.97, 663.65, 7.59, 4.00, 14.00, 24.00
